 0.000000e+00 -4.237726e-03 
 2.260000e-07 -4.237749e-03 
 4.520000e-07 -4.237750e-03 
 9.040000e-07 -4.237750e-03 
 1.808000e-06 -4.237750e-03 
 3.616000e-06 -4.237750e-03 
 7.232000e-06 -4.237750e-03 
 1.446400e-05 -4.237750e-03 
 2.892800e-05 -4.237750e-03 
 5.152800e-05 -4.237750e-03 
 7.412800e-05 -4.237750e-03 
 9.672800e-05 -4.237750e-03 
 1.193280e-04 -4.237749e-03 
 1.419280e-04 -4.237749e-03 
 1.645280e-04 -4.237749e-03 
 1.871280e-04 -4.237749e-03 
 2.097280e-04 -4.237749e-03 
 2.323280e-04 -4.237748e-03 
 2.549280e-04 -4.237748e-03 
 2.775280e-04 -4.237748e-03 
 3.001280e-04 -4.237747e-03 
 3.227280e-04 -4.237747e-03 
 3.453280e-04 -4.237746e-03 
 3.679280e-04 -4.237746e-03 
 3.905280e-04 -4.237745e-03 
 4.131280e-04 -4.237745e-03 
 4.357280e-04 -4.237744e-03 
 4.583280e-04 -4.237744e-03 
 4.809280e-04 -4.237743e-03 
 5.035280e-04 -4.237743e-03 
 5.261280e-04 -4.237743e-03 
 5.487280e-04 -4.237743e-03 
 5.713280e-04 -4.237742e-03 
 5.939280e-04 -4.237742e-03 
 6.165280e-04 -4.237742e-03 
 6.391280e-04 -4.237742e-03 
 6.617280e-04 -4.237742e-03 
 6.843280e-04 -4.237742e-03 
 7.069280e-04 -4.237743e-03 
 7.295280e-04 -4.237743e-03 
 7.521280e-04 -4.237743e-03 
 7.747280e-04 -4.237743e-03 
 7.973280e-04 -4.237743e-03 
 8.199280e-04 -4.237743e-03 
 8.425280e-04 -4.237743e-03 
 8.651280e-04 -4.237743e-03 
 8.877280e-04 -4.237743e-03 
 9.103280e-04 -4.237743e-03 
 9.329280e-04 -4.237743e-03 
 9.555280e-04 -4.237743e-03 
 9.781280e-04 -4.237742e-03 
 1.000728e-03 -4.237742e-03 
 1.023328e-03 -4.237741e-03 
 1.045928e-03 -4.237741e-03 
 1.068528e-03 -4.237741e-03 
 1.091128e-03 -4.237740e-03 
 1.113728e-03 -4.237740e-03 
 1.136328e-03 -4.237739e-03 
 1.158928e-03 -4.237739e-03 
 1.181528e-03 -4.237738e-03 
 1.204128e-03 -4.237738e-03 
 1.226728e-03 -4.237738e-03 
 1.249328e-03 -4.237737e-03 
 1.271928e-03 -4.237737e-03 
 1.294528e-03 -4.237737e-03 
 1.317128e-03 -4.237737e-03 
 1.339728e-03 -4.237737e-03 
 1.362328e-03 -4.237737e-03 
 1.384928e-03 -4.237737e-03 
 1.407528e-03 -4.237737e-03 
 1.430128e-03 -4.237737e-03 
 1.452728e-03 -4.237738e-03 
 1.475328e-03 -4.237738e-03 
 1.497928e-03 -4.237738e-03 
